Sale Date,Product,Sales Amount,Region,Sales Rep,Payment Method
2024-11-04 07:22:45.819006,Headphones,448.01,South,Alice,Cash
2024-07-05 07:22:45.819008,Laptop,396.41,West,David,Bank Transfer
2024-07-29 07:22:45.819011,Laptop,84.32,West,Bob,Bank Transfer
2024-05-16 07:22:45.819015,Tablet,162.74,South,Charlie,Credit Card
2024-09-09 07:22:45.819018,Tablet,131.76,West,Bob,Cash
2024-10-10 07:22:45.819021,Printer,374.53,South,Eva,Credit Card
2024-03-08 07:22:45.819023,Smartphone,26.43,South,Bob,Cash
2024-03-10 07:22:45.819026,Printer,289.25,South,Bob,Bank Transfer
2024-10-13 07:22:45.819031,Mouse,383.6,South,Bob,Bank Transfer
2024-01-27 07:22:45.819034,TV,439.62,North,Alice,Cash
2024-11-12 07:22:45.819036,Headphones,177.62,West,Alice,Cash
2024-06-27 07:22:45.819039,Keyboard,412.42,East,David,Credit Card
2024-11-13 07:22:45.819044,Printer,64.21,South,Alice,Online Payment
2024-05-26 07:22:45.819048,Keyboard,424.76,West,Eva,Cash
2024-06-06 07:22:45.819052,Laptop,72.47,East,Alice,Cash
2024-10-21 07:22:45.819057,Smartwatch,204.67,East,Eva,Bank Transfer
2024-04-21 07:22:45.819060,Mouse,400.67,South,David,Cash
2024-04-16 07:22:45.819064,Printer,83.46,South,Charlie,Bank Transfer
2024-06-09 07:22:45.819068,Printer,122.33,South,Eva,Bank Transfer
2024-01-03 07:22:45.819072,Printer,363.9,North,Eva,Online Payment
2024-12-09 07:22:45.819077,Laptop,362.82,East,David,Online Payment
2024-01-09 07:22:45.819081,Camera,324.16,North,Charlie,Credit Card
2024-07-22 07:22:45.819086,Keyboard,350.03,North,Eva,Credit Card
2024-10-06 07:22:45.819100,Keyboard,275.93,South,Eva,Bank Transfer
2024-11-26 07:22:45.819103,Camera,133.38,East,Charlie,Cash
2024-11-07 07:22:45.819105,Printer,179.39,South,David,Credit Card
2024-01-01 07:22:45.819108,TV,98.98,North,Bob,Cash
2024-07-28 07:22:45.819110,Camera,455.14,West,Alice,Cash
2024-08-14 07:22:45.819113,Smartwatch,295.86,South,David,Bank Transfer
2024-06-25 07:22:45.819117,Headphones,206.42,East,Eva,Credit Card
2024-01-04 07:22:45.819121,Tablet,236.38,South,Alice,Online Payment
2024-01-05 07:22:45.819126,Laptop,474.17,North,David,Cash
2024-11-30 07:22:45.819130,Smartwatch,85.14,East,Alice,Cash
2024-08-05 07:22:45.819135,Camera,297.25,East,Charlie,Online Payment
2024-04-21 07:22:45.819139,TV,257.89,South,Eva,Online Payment
2024-05-12 07:22:45.819142,Headphones,309.61,South,Eva,Online Payment
2024-12-15 07:22:45.819144,Keyboard,18.87,South,Bob,Cash
2024-08-15 07:22:45.819147,Smartphone,437.34,North,Eva,Credit Card
2024-12-29 07:22:45.819149,TV,466.74,West,Charlie,Online Payment
2024-05-06 07:22:45.819152,Printer,286.92,West,Alice,Cash
2024-07-31 07:22:45.819154,Printer,351.36,North,Alice,Bank Transfer
2024-09-16 07:22:45.819157,Laptop,462.02,West,Bob,Online Payment
2024-04-02 07:22:45.819159,TV,356.55,South,Eva,Credit Card
2024-09-23 07:22:45.819162,Printer,84.74,West,David,Cash
2024-01-17 07:22:45.819164,Headphones,292.38,North,Eva,Credit Card
2024-05-28 07:22:45.819167,Tablet,307.29,South,Charlie,Bank Transfer
2024-09-28 07:22:45.819169,TV,217.82,North,David,Credit Card
2024-08-14 07:22:45.819171,Headphones,370.86,East,David,Cash
2024-04-28 07:22:45.819174,Printer,467.84,North,Charlie,Online Payment
2024-10-31 07:22:45.819176,Tablet,463.53,East,Eva,Online Payment
2024-03-03 07:22:45.819179,Camera,230.91,East,Charlie,Online Payment
2024-07-03 07:22:45.819181,Smartphone,65.49,West,Bob,Online Payment
2024-06-10 07:22:45.819184,Keyboard,492.57,East,Bob,Online Payment
2024-11-10 07:22:45.819186,Mouse,421.06,North,David,Bank Transfer
2024-04-08 07:22:45.819189,Mouse,71.08,East,Eva,Cash
2024-10-31 07:22:45.819193,Tablet,461.21,South,David,Credit Card
2024-03-26 07:22:45.819198,Tablet,436.25,South,Charlie,Online Payment
2024-06-25 07:22:45.819203,Smartwatch,264.23,West,Alice,Bank Transfer
2024-11-04 07:22:45.819207,Laptop,299.72,South,Eva,Online Payment
2024-03-25 07:22:45.819211,Camera,205.51,North,Eva,Credit Card
2024-01-28 07:22:45.819216,Smartphone,36.83,East,Eva,Cash
2024-05-26 07:22:45.819228,Mouse,174.25,East,Eva,Credit Card
2024-02-18 07:22:45.819232,Keyboard,403.4,North,Charlie,Online Payment
2024-09-16 07:22:45.819234,TV,12.27,South,Alice,Bank Transfer
2024-10-14 07:22:45.819237,Printer,173.41,North,David,Online Payment
2024-10-28 07:22:45.819239,Keyboard,205.1,North,Eva,Credit Card
2024-08-06 07:22:45.819242,Laptop,273.32,West,Charlie,Cash
2024-12-23 07:22:45.819246,Smartwatch,460.73,South,David,Cash
2024-06-14 07:22:45.819251,TV,179.71,South,David,Online Payment
2024-08-09 07:22:45.819255,Laptop,180.01,West,David,Credit Card
2024-03-09 07:22:45.819260,Printer,371.38,South,Charlie,Credit Card
2024-02-02 07:22:45.819274,Keyboard,231.59,West,Bob,Online Payment
2024-03-15 07:22:45.819278,Tablet,120.06,North,David,Credit Card
2024-03-05 07:22:45.819281,Tablet,231.7,East,Alice,Cash
2024-06-28 07:22:45.819283,Smartphone,79.02,North,Bob,Cash
2024-12-25 07:22:45.819286,Printer,96.43,South,Bob,Cash
2024-01-10 07:22:45.819288,Tablet,254.2,West,Charlie,Cash
2024-03-19 07:22:45.819291,Smartphone,215.27,East,David,Credit Card
2024-03-11 07:22:45.819293,Smartwatch,458.27,South,David,Bank Transfer
2024-06-10 07:22:45.819296,Keyboard,187.57,East,Bob,Cash
2024-10-31 07:22:45.819298,Headphones,294.49,West,Bob,Bank Transfer
2024-09-21 07:22:45.819301,Tablet,319.81,North,David,Credit Card
2024-11-15 07:22:45.819303,Smartwatch,16.42,East,David,Bank Transfer
2024-11-06 07:22:45.819306,Printer,335.13,East,Alice,Cash
2024-05-16 07:22:45.819308,Smartwatch,97.24,South,Bob,Online Payment
2024-06-24 07:22:45.819311,Smartwatch,480.92,South,Bob,Credit Card
2024-01-17 07:22:45.819314,Headphones,82.84,South,Eva,Online Payment
2024-06-22 07:22:45.819316,Camera,213.17,West,David,Online Payment
2024-09-18 07:22:45.819318,Smartphone,51.82,East,Charlie,Bank Transfer
2024-12-18 07:22:45.819321,Laptop,498.47,North,David,Bank Transfer
2024-07-17 07:22:45.819323,Tablet,256.08,North,Alice,Online Payment
2024-07-01 07:22:45.819326,Printer,301.74,East,Charlie,Cash
2024-05-14 07:22:45.819328,Smartwatch,42.87,North,Eva,Bank Transfer
2024-04-17 07:22:45.819332,Headphones,377.48,West,Eva,Bank Transfer
2024-03-09 07:22:45.819337,Camera,112.85,East,Charlie,Credit Card
2024-02-29 07:22:45.819342,Tablet,450.05,North,Eva,Online Payment
2024-03-24 07:22:45.819346,Smartphone,110.52,South,Eva,Online Payment
2024-08-08 07:22:45.819351,Tablet,103.44,North,Bob,Credit Card
2024-09-30 07:22:45.819355,Printer,27.91,East,Bob,Credit Card
2024-06-13 07:22:45.819360,Keyboard,241.31,East,Alice,Cash
2024-09-18 07:22:45.819365,Smartphone,286.77,East,David,Cash
2024-01-22 07:22:45.819368,Printer,42.2,North,Alice,Online Payment
2024-04-13 07:22:45.819371,Headphones,390.01,East,Charlie,Cash
2024-08-30 07:22:45.819375,TV,232.11,West,Eva,Cash
2024-06-14 07:22:45.819378,TV,266.95,South,Alice,Cash
2024-12-16 07:22:45.819381,Keyboard,225.97,West,Bob,Cash
2024-07-06 07:22:45.819383,Headphones,206.37,East,Charlie,Bank Transfer
2024-07-25 07:22:45.819386,Headphones,284.22,South,Bob,Credit Card
2024-02-14 07:22:45.819388,Keyboard,86.07,East,Charlie,Cash
2024-04-10 07:22:45.819391,Laptop,99.14,East,Alice,Bank Transfer
2024-05-27 07:22:45.819394,Headphones,432.27,North,David,Bank Transfer
2024-04-23 07:22:45.819398,Mouse,473.6,South,Alice,Credit Card
2024-03-04 07:22:45.819401,Smartwatch,192.92,South,Charlie,Online Payment
2024-05-12 07:22:45.819403,Keyboard,142.66,North,Bob,Online Payment
2024-10-03 07:22:45.819406,Tablet,325.56,East,Bob,Online Payment
2024-07-07 07:22:45.819408,Headphones,210.28,West,David,Online Payment
2024-04-19 07:22:45.819410,Mouse,22.44,East,Eva,Bank Transfer
2024-06-11 07:22:45.819413,Laptop,86.51,West,Bob,Credit Card
2024-04-27 07:22:45.819415,Tablet,360.83,North,Charlie,Credit Card
2024-03-06 07:22:45.819418,TV,332.87,East,Charlie,Cash
2024-11-28 07:22:45.819420,TV,23.28,West,Bob,Cash
2024-10-25 07:22:45.819423,Smartwatch,118.77,South,Bob,Online Payment
2024-11-14 07:22:45.819425,Tablet,123.23,North,Alice,Credit Card
2024-09-03 07:22:45.819427,Smartwatch,339.23,West,Alice,Credit Card
2024-11-13 07:22:45.819430,Keyboard,19.66,West,David,Cash
2024-08-13 07:22:45.819433,Tablet,61.01,South,Charlie,Cash
2024-02-22 07:22:45.819436,Smartwatch,401.96,West,Bob,Online Payment
2024-06-18 07:22:45.819438,Camera,97.49,East,Eva,Bank Transfer
2024-06-21 07:22:45.819441,Camera,329.85,East,Eva,Cash
2024-08-24 07:22:45.819443,Laptop,126.71,North,David,Cash
2024-04-20 07:22:45.819446,Headphones,58.73,North,David,Credit Card
2024-10-26 07:22:45.819448,Smartphone,129.15,West,Eva,Cash
2024-07-08 07:22:45.819450,Tablet,363.91,West,Alice,Bank Transfer
2024-01-08 07:22:45.819453,Printer,429.29,South,Eva,Bank Transfer
2024-08-25 07:22:45.819455,TV,416.81,North,David,Cash
2024-11-27 07:22:45.819458,Smartwatch,204.62,East,Alice,Credit Card
2024-02-04 07:22:45.819461,Smartwatch,337.36,South,David,Online Payment
2024-03-04 07:22:45.819463,Printer,110.44,North,Charlie,Bank Transfer
2024-04-30 07:22:45.819466,Printer,153.64,West,David,Cash
2024-05-29 07:22:45.819469,Tablet,449.2,West,Alice,Bank Transfer
2024-12-05 07:22:45.819471,Camera,16.37,South,Alice,Credit Card
2024-04-27 07:22:45.819474,TV,51.9,West,Eva,Online Payment
2024-06-10 07:22:45.819476,Mouse,111.86,North,Eva,Cash
2024-10-14 07:22:45.819479,Headphones,23.0,South,David,Credit Card
2024-05-11 07:22:45.819481,Camera,98.9,East,Bob,Online Payment
2024-06-27 07:22:45.819484,Smartwatch,295.69,South,Charlie,Cash
2024-11-21 07:22:45.819486,TV,216.5,South,Alice,Bank Transfer
2024-09-10 07:22:45.819489,Smartwatch,447.41,East,Bob,Credit Card
2024-06-15 07:22:45.819491,Keyboard,410.55,East,Bob,Credit Card
2024-08-07 07:22:45.819494,Tablet,177.49,East,Bob,Credit Card
2024-06-01 07:22:45.819496,Tablet,137.12,North,Eva,Credit Card
2024-04-19 07:22:45.819499,Laptop,196.05,South,David,Bank Transfer
2024-07-13 07:22:45.819501,TV,299.24,West,Eva,Cash
2024-02-26 07:22:45.819503,Camera,141.35,South,David,Online Payment
2024-09-26 07:22:45.819506,TV,315.83,East,Bob,Online Payment
2024-09-19 07:22:45.819509,Mouse,210.61,North,Alice,Cash
2024-02-14 07:22:45.819511,Printer,280.5,North,Bob,Bank Transfer
2024-08-23 07:22:45.819514,Headphones,223.7,West,David,Bank Transfer
2024-12-19 07:22:45.819516,Smartphone,154.29,North,Alice,Cash
2024-04-16 07:22:45.819520,Printer,474.74,South,Bob,Cash
2024-02-16 07:22:45.819525,Camera,384.17,North,Eva,Online Payment
2024-01-22 07:22:45.819530,Smartphone,78.66,West,Eva,Cash
2024-11-03 07:22:45.819535,Smartphone,435.55,North,David,Online Payment
2024-01-20 07:22:45.819540,Smartphone,248.84,South,Alice,Bank Transfer
2024-12-09 07:22:45.819545,Tablet,448.33,East,Charlie,Bank Transfer
2024-03-14 07:22:45.819550,Mouse,401.93,North,Bob,Online Payment
2024-02-06 07:22:45.819555,Smartwatch,218.35,West,Charlie,Cash
2024-08-21 07:22:45.819557,Laptop,21.01,West,Bob,Bank Transfer
2024-06-27 07:22:45.819559,Mouse,141.65,West,David,Cash
2024-09-14 07:22:45.819562,Smartphone,275.4,South,David,Online Payment
2024-12-15 07:22:45.819565,Smartphone,320.4,East,Charlie,Online Payment
2024-04-09 07:22:45.819567,Smartphone,136.36,North,Bob,Bank Transfer
2024-09-26 07:22:45.819570,Mouse,78.28,East,Charlie,Bank Transfer
2024-04-08 07:22:45.819573,Smartwatch,419.12,East,David,Bank Transfer
2024-06-02 07:22:45.819576,Smartwatch,492.36,East,Eva,Cash
2024-08-29 07:22:45.819578,Camera,267.59,East,Bob,Online Payment
2024-06-25 07:22:45.819580,Smartwatch,94.12,South,Bob,Credit Card
2024-05-06 07:22:45.819583,Printer,143.43,South,Charlie,Bank Transfer
2024-10-19 07:22:45.819586,Laptop,19.01,East,Eva,Cash
2024-06-30 07:22:45.819588,Smartphone,458.01,East,David,Online Payment
2024-10-18 07:22:45.819590,Tablet,67.7,North,Bob,Bank Transfer
2024-05-05 07:22:45.819593,Headphones,292.49,West,David,Cash
2024-01-06 07:22:45.819595,Keyboard,144.29,North,Bob,Bank Transfer
2024-06-27 07:22:45.819598,TV,281.55,South,Alice,Cash
2024-11-10 07:22:45.819600,TV,329.2,South,Charlie,Cash
2024-01-10 07:22:45.819603,Laptop,416.57,East,Eva,Online Payment
2024-12-03 07:22:45.819605,TV,111.15,East,Bob,Bank Transfer
2024-06-01 07:22:45.819607,Keyboard,15.39,South,Alice,Bank Transfer
2024-10-24 07:22:45.819610,Printer,77.07,North,Bob,Bank Transfer
2024-07-12 07:22:45.819613,Mouse,451.01,East,Eva,Cash
2024-02-11 07:22:45.819615,Tablet,438.21,North,David,Bank Transfer
2024-08-16 07:22:45.819617,Camera,302.73,North,Bob,Bank Transfer
2024-01-17 07:22:45.819620,TV,304.25,West,David,Bank Transfer
2024-02-22 07:22:45.819622,TV,335.87,West,David,Cash
2024-03-23 07:22:45.819625,Smartphone,95.93,North,Bob,Online Payment
2024-09-29 07:22:45.819628,Smartwatch,458.06,East,David,Cash
2024-10-27 07:22:45.819630,Headphones,215.2,West,Alice,Bank Transfer
2024-03-18 07:22:45.819633,Laptop,197.74,North,Charlie,Online Payment
2024-03-12 07:22:45.819635,Smartphone,264.27,South,Charlie,Credit Card
2024-02-28 07:22:45.819638,Printer,33.01,West,Charlie,Cash
2024-03-23 07:22:45.819640,Smartphone,91.48,North,Bob,Online Payment
2024-07-13 07:22:45.819643,Mouse,371.64,South,Eva,Bank Transfer
2024-07-14 07:22:45.819645,TV,50.57,South,Bob,Cash
2024-12-21 07:22:45.819648,Laptop,305.54,East,Alice,Credit Card
2024-09-01 07:22:45.819650,Laptop,130.22,South,Bob,Cash
2024-12-31 07:22:45.819653,Mouse,200.75,West,Alice,Cash
2024-04-02 07:22:45.819655,Smartphone,151.46,South,Bob,Online Payment
2024-08-28 07:22:45.819658,Printer,184.28,North,Eva,Online Payment
2024-05-26 07:22:45.819660,Camera,362.33,West,Bob,Online Payment
2024-09-03 07:22:45.819662,Smartphone,155.59,South,Charlie,Bank Transfer
2024-01-06 07:22:45.819665,Mouse,287.54,West,Alice,Bank Transfer
2024-12-13 07:22:45.819667,Laptop,243.26,South,David,Online Payment
2024-09-29 07:22:45.819670,Headphones,335.2,West,Alice,Cash
2024-09-09 07:22:45.819672,Camera,469.05,North,Charlie,Credit Card
2024-10-29 07:22:45.819675,Smartphone,368.96,West,Charlie,Credit Card
2024-10-19 07:22:45.819686,Smartphone,115.32,East,Charlie,Credit Card
2024-12-12 07:22:45.819689,Smartphone,25.28,South,David,Cash
2024-02-27 07:22:45.819691,Laptop,138.51,South,David,Credit Card
2024-12-09 07:22:45.819694,Smartwatch,301.59,East,Charlie,Credit Card
2024-11-21 07:22:45.819696,Tablet,35.2,East,Charlie,Credit Card
2024-08-13 07:22:45.819699,Laptop,253.22,West,Eva,Credit Card
2024-07-11 07:22:45.819701,Mouse,302.45,West,Bob,Online Payment
2024-01-16 07:22:45.819703,TV,173.78,West,Bob,Bank Transfer
2024-10-07 07:22:45.819706,TV,387.75,West,Eva,Bank Transfer
2024-07-15 07:22:45.819708,Headphones,62.23,South,David,Bank Transfer
2024-11-22 07:22:45.819711,Camera,46.82,East,Charlie,Bank Transfer
2024-07-30 07:22:45.819713,TV,366.81,South,Charlie,Cash
2024-05-23 07:22:45.819716,Laptop,252.79,East,Charlie,Credit Card
2024-03-06 07:22:45.819718,Mouse,347.32,West,Alice,Credit Card
2024-04-23 07:22:45.819721,Smartphone,223.07,North,Bob,Credit Card
2024-07-20 07:22:45.819723,Keyboard,130.74,East,Bob,Credit Card
2024-03-30 07:22:45.819726,Mouse,411.36,North,David,Online Payment
2024-02-21 07:22:45.819728,Printer,401.71,South,David,Bank Transfer
2024-05-26 07:22:45.819731,Tablet,350.4,West,Eva,Cash
2024-07-01 07:22:45.819734,Laptop,143.35,North,Eva,Credit Card
2024-08-28 07:22:45.819736,Keyboard,299.21,West,Bob,Cash
2024-09-20 07:22:45.819739,Printer,186.88,North,Alice,Bank Transfer
2024-10-22 07:22:45.819741,Smartphone,54.88,South,Charlie,Online Payment
2024-01-22 07:22:45.819743,Smartwatch,459.48,South,David,Online Payment
2024-04-14 07:22:45.819746,Smartwatch,77.04,West,Eva,Online Payment
2024-05-21 07:22:45.819748,Laptop,475.62,South,Charlie,Credit Card
2024-01-16 07:22:45.819751,Camera,228.54,West,Eva,Credit Card
